agent-action,agent-action-update,map-update,reward,sum
115,54,69,5,243
112,52,69,5,238
113,51,69,5,238
113,50,68,5,236
115,55,69,5,244
113,55,69,5,242
113,53,69,5,240
113,52,69,5,239
114,51,73,5,243
116,54,69,5,244
113,52,420,5,590
105,50,68,5,228
111,52,69,5,237
115,49,69,5,238
111,54,72,5,242
113,52,79,5,249
111,54,71,5,241
111,49,72,5,237
113,55,68,5,241
110,51,68,5,234
112,53,68,5,238
110,52,74,5,241
113,53,72,5,243
113,53,72,5,243
110,53,71,5,239
112,54,68,5,239
115,55,77,5,252
118,55,76,5,254
114,53,77,5,249
113,53,76,5,247
115,53,73,5,246
113,53,73,5,244
114,53,67,5,239
116,53,68,5,242
110,53,67,5,235
112,53,68,5,238
111,53,67,5,236
115,53,72,5,245
113,52,67,5,237
116,54,67,5,242
114,54,80,5,253
113,52,81,5,251
114,52,81,5,252
115,52,81,5,253
115,51,85,5,256
115,51,80,5,251
115,54,79,5,253
113,52,80,5,250
113,53,80,8,254
118,50,78,5,251
118,49,80,5,252
116,50,79,5,250
115,52,80,5,252
113,53,80,5,251
115,54,77,5,251
113,50,80,9,252
115,50,78,5,248
114,53,78,5,250
111,53,78,5,247
111,50,80,7,248
111,53,80,5,249
113,64,79,5,261
115,52,78,5,250
113,52,79,5,249
115,50,77,5,247
113,52,78,5,248
113,51,81,5,250
121,49,79,5,254
116,52,79,5,252
112,52,81,5,250
114,50,79,5,248
113,53,80,5,251
112,52,79,5,248
111,50,69,5,235
111,53,77,6,247
117,52,71,5,245
112,50,74,5,241
108,53,73,5,239
111,54,73,5,243
112,50,72,5,239
109,52,72,5,238
112,54,71,5,242
110,56,71,5,242
111,50,73,5,239
112,51,71,5,239
113,53,71,5,242
112,51,68,5,236
115,54,68,5,242
117,50,68,5,240
113,51,73,5,242
122,50,77,5,254
113,53,75,5,246
112,52,74,5,243
111,54,80,5,250
115,54,77,5,251
113,52,77,5,247
115,53,75,5,248
114,52,79,5,250
112,52,79,8,251
115,51,79,5,250
114,53,80,5,252
115,53,84,5,257
114,52,80,5,251
114,51,80,5,250
113,50,81,5,249
113,53,79,5,250
116,52,78,5,251
116,54,80,5,255
114,53,82,5,254
113,52,79,5,249
114,53,77,5,249
114,53,79,5,251
117,51,84,5,257
114,53,71,5,243
109,53,72,5,239
113,50,72,5,240
111,53,73,5,242
108,54,73,5,240
112,51,80,5,248
112,52,75,5,244
115,53,74,5,247
111,51,77,5,244
112,51,75,5,243
113,52,77,5,247
117,51,75,5,248
110,53,75,5,243
111,53,75,5,244
111,57,76,5,249
111,52,77,5,245
117,48,74,5,244
111,50,75,5,241
113,53,74,5,245
114,49,75,5,243
111,52,73,5,241
114,51,75,5,245
112,53,75,5,245
115,50,74,5,244
114,50,76,5,245
111,52,75,5,243
111,50,75,5,241
113,54,75,5,247
113,54,77,5,249
113,50,75,5,243
110,53,825,5,993
105,52,73,5,235
109,50,71,5,235
111,52,70,5,238
115,51,72,5,243
111,52,71,5,239
112,54,68,5,239
124,56,69,5,254
111,54,69,5,239
111,54,68,5,238
115,51,70,5,241
113,54,72,5,244
113,51,73,5,242
112,54,80,5,251
113,54,79,5,251
112,54,79,5,250
115,50,78,5,248
117,53,81,5,256
114,49,79,6,248
114,53,81,5,253
112,54,81,5,252
113,54,79,5,251
114,50,80,5,249
117,53,81,5,256
114,56,81,5,256
116,50,79,5,250
113,52,78,5,248
114,52,77,5,248
115,53,76,5,249
112,53,79,5,249
116,53,78,5,252
110,52,77,5,244
114,51,78,5,248
110,52,79,5,246
111,54,77,5,247
114,50,78,5,247
115,51,78,5,249
112,51,78,5,246
114,52,77,6,249
115,49,77,5,246
114,50,79,5,248
115,55,78,5,253
114,53,75,5,247
114,52,79,5,250
