agent-action,agent-action-update,map-update,reward,sum
18,11,6,3,38
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,10,7,3,37
19,10,6,3,38
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
16,8,6,3,33
20,11,6,3,40
17,9,6,3,35
19,10,6,3,38
17,9,6,3,35
17,9,6,4,36
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
17,9,6,2,34
16,9,8,3,36
18,10,8,3,39
17,10,6,3,36
17,9,6,3,35
16,9,6,2,33
16,12,6,3,37
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
20,10,6,3,39
17,9,6,3,35
17,9,7,3,36
17,9,6,3,35
16,9,6,2,33
19,10,6,3,38
17,9,6,3,35
18,12,6,3,39
17,9,6,3,35
17,9,7,4,37
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
16,9,7,3,35
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
16,11,6,3,36
18,9,6,3,36
17,9,6,3,35
18,10,6,3,37
17,9,6,3,35
18,11,144,3,176
17,9,8,3,37
18,10,6,3,37
16,9,6,3,34
17,9,7,3,36
18,9,6,3,36
17,11,6,3,37
18,9,6,3,36
17,9,5,3,34
17,11,6,3,37
17,10,6,3,36
19,10,6,3,38
20,10,6,3,39
17,9,6,3,35
17,9,6,3,35
18,10,6,3,37
18,10,6,3,37
17,11,6,3,37
17,9,6,3,35
17,10,6,3,36
17,10,6,3,36
18,11,6,3,38
18,10,6,3,37
17,9,6,3,35
18,10,5,3,36
19,10,6,3,38
17,9,6,3,35
17,9,6,3,35
17,9,7,3,36
18,10,6,3,37
18,10,6,3,37
17,9,6,3,35
17,8,5,3,33
16,9,6,2,33
17,9,6,4,36
17,10,6,3,36
17,9,6,3,35
18,10,6,3,37
17,9,6,3,35
17,9,7,3,36
18,9,6,3,36
17,9,6,3,35
17,10,6,3,36
16,9,6,2,33
17,12,6,3,38
17,9,6,4,36
17,9,6,3,35
16,9,5,3,33
17,10,6,3,36
19,10,6,3,38
17,9,5,3,34
17,9,6,3,35
16,9,5,2,32
19,10,6,3,38
19,11,6,3,39
17,9,6,3,35
17,11,6,3,37
16,8,6,3,33
16,8,6,4,34
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
16,8,6,3,33
16,9,7,3,35
18,10,6,3,37
17,9,6,3,35
17,11,6,3,37
17,9,7,3,36
16,12,6,3,37
17,9,6,3,35
18,10,6,3,37
19,9,5,3,36
17,9,6,3,35
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
16,9,8,3,36
21,11,7,3,42
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,10,8,3,38
18,9,6,3,36
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
17,12,6,3,38
17,9,6,3,35
17,9,5,3,34
17,9,6,3,35
17,9,5,3,34
18,10,6,3,37
18,9,6,3,36
17,9,7,3,36
17,10,6,3,36
17,9,6,3,35
19,12,6,3,40
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
16,9,6,5,36
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
16,11,6,3,36
19,9,6,4,38
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
18,10,6,3,37
17,9,6,3,35
16,9,6,3,34
16,9,6,3,34
19,10,6,3,38
19,10,6,3,38
17,9,6,3,35
17,9,6,3,35
19,10,6,3,38
19,10,6,4,39
18,10,7,4,39
17,9,6,3,35
19,10,6,3,38
17,9,6,3,35
17,13,7,3,40
19,11,6,3,39
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
19,10,6,3,38
16,10,6,3,35
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
19,11,6,3,39
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
18,10,6,3,37
17,10,7,4,38
18,9,5,3,35
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
17,11,6,3,37
17,11,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
19,10,6,3,38
18,9,6,3,36
16,9,6,3,34
17,9,6,3,35
17,11,6,6,40
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
16,9,6,3,34
16,9,9,3,37
18,10,6,4,38
17,12,5,3,37
17,9,6,3,35
17,11,6,3,37
18,10,6,3,37
17,9,6,3,35
17,9,5,3,34
17,9,5,3,34
16,9,5,3,33
19,11,6,3,39
16,9,8,3,36
18,10,5,2,35
17,9,6,3,35
17,9,6,3,35
18,10,6,3,37
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,7,3,36
18,10,6,3,37
17,11,6,3,37
17,9,6,3,35
17,9,6,3,35
17,11,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,9,6,4,36
19,10,6,3,38
17,10,6,3,36
19,12,6,3,40
17,9,6,3,35
17,11,6,4,38
18,10,6,3,37
17,9,6,4,36
18,10,6,3,37
17,9,6,3,35
17,10,6,3,36
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,11,6,3,37
17,9,5,3,34
17,9,6,3,35
17,9,5,3,34
17,11,6,3,37
18,10,6,3,37
19,10,6,3,38
17,8,5,3,33
17,9,6,3,35
16,9,6,3,34
21,11,6,3,41
17,9,5,3,34
17,9,6,3,35
17,9,6,3,35
19,10,6,3,38
18,10,6,3,37
17,10,6,3,36
18,10,6,3,37
17,9,6,3,35
17,11,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
19,10,7,3,39
19,10,6,3,38
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
19,10,6,3,38
17,9,6,3,35
16,9,6,3,34
16,9,6,3,34
16,9,6,3,34
18,11,6,3,38
17,9,6,3,35
17,10,6,3,36
17,9,6,3,35
17,9,7,3,36
18,10,6,3,37
17,9,6,3,35
16,9,8,3,36
18,9,6,3,36
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
16,9,6,3,34
16,9,6,3,34
19,11,6,3,39
16,9,6,3,34
16,9,6,3,34
17,9,6,3,35
17,9,5,3,34
19,10,7,3,39
17,9,6,3,35
19,9,6,3,37
17,9,6,3,35
17,9,6,3,35
17,10,5,3,35
17,9,6,3,35
17,9,6,3,35
17,12,6,3,38
17,10,6,3,36
18,9,6,3,36
17,9,5,3,34
17,9,6,3,35
20,10,6,3,39
18,11,6,3,38
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
19,11,6,3,39
18,9,6,3,36
16,11,6,3,36
18,10,6,3,37
19,9,7,3,38
18,10,6,3,37
17,9,6,3,35
17,9,6,3,35
16,9,6,3,34
17,12,6,3,38
17,9,6,3,35
19,10,6,3,38
17,9,6,3,35
16,9,6,3,34
19,10,6,3,38
17,9,6,3,35
17,9,6,3,35
17,9,6,3,35
21,10,7,4,42
18,10,6,3,37
17,9,5,3,34
17,9,6,3,35
17,9,6,3,35
16,9,8,3,36
18,10,6,3,37
17,10,6,3,36
17,9,6,3,35
17,9,6,3,35
21,13,7,3,44
17,10,6,3,36
17,10,6,3,36
20,10,6,3,39
17,10,6,5,38
18,10,6,3,37
17,10,7,4,38
17,10,6,3,36
17,10,6,3,36
18,11,6,4,39
18,10,6,3,37
18,10,6,3,37
18,9,6,3,36
18,13,6,3,40
18,10,6,3,37
17,10,6,3,36
17,10,6,3,36
18,10,6,3,37
20,10,6,3,39
18,10,6,3,37
18,10,6,3,37
18,10,6,3,37
18,10,7,4,39
18,10,6,3,37
17,10,6,3,36
18,10,6,3,37
17,10,6,3,36
20,11,6,3,40
18,10,6,3,37
17,12,6,3,38
18,10,6,3,37
18,10,7,3,38
20,10,6,3,39
18,10,6,3,37
18,10,6,3,37
17,10,6,3,36
20,11,6,3,40
17,10,6,3,36
17,10,6,3,36
18,10,6,3,37
17,11,7,3,38
19,10,6,3,38
18,10,6,3,37
18,10,6,3,37
17,10,6,3,36
20,11,6,3,40
17,10,6,3,36
17,10,6,3,36
17,12,6,3,38
18,11,6,4,39
18,10,6,5,39
18,10,6,3,37
19,10,6,3,38
18,10,7,3,38
19,10,6,3,38
18,10,6,3,37
18,10,6,3,37
17,10,6,3,36
19,12,7,3,41
19,10,6,3,38
17,10,6,3,36
