agent-action,agent-action-update,map-update,reward,sum
1186,583,817,63,2649
1174,578,831,63,2646
1188,587,819,61,2655
1199,580,852,68,2699
1267,594,822,65,2748
1180,583,808,62,2633
1187,590,817,62,2656
1209,596,815,63,2683
1192,582,849,65,2688
1189,580,815,60,2644
1195,598,814,64,2671
1179,572,854,68,2673
1214,593,854,84,2745
1206,579,853,67,2705
1210,584,848,66,2708
1202,587,840,63,2692
1193,586,822,64,2665
1196,611,855,67,2729
1219,596,844,69,2728
1218,583,845,66,2712
1214,584,843,67,2708
1217,584,844,70,2715
1248,582,832,66,2728
1217,568,833,62,2680
1199,586,854,61,2700
1204,580,859,63,2706
1212,587,825,64,2688
1194,606,876,70,2746
1204,597,854,82,2737
1212,591,861,67,2731
1210,586,831,65,2692
1188,584,849,63,2684
1237,611,865,63,2776
1213,593,853,65,2724
1219,591,824,62,2696
1197,579,868,63,2707
1186,587,850,62,2685
1216,579,839,68,2702
1241,593,855,62,2751
1201,589,832,68,2690
1202,578,819,78,2677
1203,582,834,62,2681
1186,601,8756,62,10605
1179,584,821,69,2653
1191,584,825,73,2673
1204,600,827,65,2696
1206,579,823,63,2671
1197,583,818,70,2668
1237,591,813,62,2703
1195,593,812,89,2689
1201,581,801,67,2650
1192,586,822,62,2662
1236,582,804,63,2685
1185,583,804,80,2652
1196,588,799,63,2646
1200,588,787,65,2640
1173,581,786,63,2603
1296,632,758,58,2744
1143,587,745,58,2533
1151,543,730,58,2482
1151,561,742,58,2512
1141,555,731,59,2486
1136,549,727,58,2470
1144,547,737,58,2486
1123,541,729,74,2467
1137,631,787,58,2613
1137,546,725,58,2466
1141,546,745,57,2489
1153,547,730,77,2507
1157,552,795,58,2562
1133,541,750,64,2488
1201,681,906,84,2872
1225,579,817,93,2714
1208,591,839,65,2703
1209,600,833,64,2706
1195,587,834,64,2680
1205,597,803,79,2684
1208,594,809,62,2673
1193,599,816,66,2674
1220,634,818,63,2735
1213,573,841,68,2695
1213,602,837,63,2715
1180,577,839,64,2660
1193,575,834,65,2667
1191,591,815,62,2659
1189,587,802,66,2644
1204,579,802,70,2655
1183,584,826,82,2675
1276,556,750,57,2639
1172,546,748,60,2526
1172,552,760,62,2546
1196,554,756,58,2564
1155,548,769,58,2530
1321,669,823,74,2887
1225,594,839,65,2723
1214,592,828,81,2715
1247,608,820,64,2739
1243,604,811,64,2722
1223,613,860,68,2764
1210,582,856,113,2761
1218,590,835,66,2709
1196,621,845,65,2727
1192,576,865,66,2699
1225,582,892,79,2778
1193,584,852,64,2693
1203,587,814,76,2680
1181,574,806,65,2626
1213,576,805,82,2676
1226,583,816,67,2692
1199,586,835,62,2682
1236,584,831,64,2715
1203,590,819,63,2675
1201,586,800,63,2650
1218,580,802,61,2661
1180,584,839,66,2669
1256,593,802,88,2739
1188,581,814,61,2644
1184,583,803,65,2635
1201,584,800,64,2649
1195,582,811,61,2649
1213,607,858,67,2745
1223,580,820,68,2691
1228,596,816,61,2701
1197,593,824,67,2681
1221,578,810,70,2679
1218,624,825,80,2747
1200,591,851,73,2715
1220,591,840,82,2733
1221,583,835,78,2717
