agent-action,agent-action-update,map-update,reward,sum
106,46,63,4,219
107,49,79,5,240
110,49,67,5,231
116,50,67,5,238
112,54,71,5,242
119,56,68,6,249
115,56,67,6,244
119,54,73,6,252
119,56,70,6,251
116,56,94,6,272
115,56,68,6,245
116,58,68,7,249
116,54,69,7,246
121,57,76,7,261
121,54,75,7,257
120,56,71,7,254
115,57,71,7,250
115,58,70,7,250
115,57,78,8,258
119,57,78,7,261
119,57,76,7,259
115,58,76,8,257
120,56,77,7,260
117,58,76,7,258
125,54,83,7,269
