agent-action,agent-action-update,map-update,agent-reward,step
177.268,233.828,71.398,67.751,801.471
132.006,231.92,71.271,69.384,757.188
132.509,231.515,70.687,67.649,750.956
192.497,171.636,71.174,68.286,752.999
191.058,170.969,70.385,68.086,750.796
185.854,172.017,70.925,68.426,746.389
181.378,172.315,71.47,67.988,744.146
175.547,232.699,70.532,68.438,798.29
132.509,232.212,70.356,68.086,751.542
193.216,170.79,71.177,68.919,752.428
185.412,171.34,71.373,68.008,747.945
182.213,170.231,71.507,76.015,760.633
206.662,237.055,70.932,68.147,842.945
133.306,257.974,70.955,68.576,782.3
133.715,232.513,69.943,68.594,756.295
195.851,169.952,69.877,68.185,752.674
189.946,169.872,71.744,68.281,750.775
185.016,169.902,70.792,68.132,746.569
180.848,169.987,69.607,67.85,740.896
173.893,231.342,71.335,68.182,795.606
134.175,229.217,69.988,67.701,749.499
195.228,170.942,73.684,66.929,756.518
190.028,169.25,70.529,67.075,755.187
185.163,187.351,72.935,68.543,783.606
178.287,170.047,70.528,67.027,746.352
180.729,301.037,78.904,71.237,948.676
192.531,172.323,71.021,68.583,766.08
185.926,171.962,73.9,68.777,764.769
179.605,189.311,79.131,72.618,793.044
180.689,235.311,71.774,71.232,838.832
198.86,173.456,74.29,69.512,793.098
190.995,170.123,70.854,67.86,760.692
184.187,178.17,71.747,68.074,764.951
205.796,171.103,70.792,68.352,779.16
180.807,243.828,72.209,69.168,830.853
134.236,232.795,71.632,70.721,772.48
196.721,196.148,79.4,69.212,820.757
207.195,171.982,71.45,67.98,783.37
189.073,170.917,71.077,68.663,760.685
192.298,182.049,72.658,68.224,788.604
179.677,174.659,70.459,71.748,810.957
198.662,172.585,71.297,69.175,769.862
184.603,174.151,71.739,68.239,760.59
180.416,172.221,71.106,68.222,751.662
172.536,233.226,69.603,68.027,802.098
191.654,172.939,71.472,68.241,762.772
184.807,171.17,71.501,71.41,761.273
179.218,171.058,71.191,68.408,748.892
172.348,230.183,71.519,68.304,801.937
196.092,169.533,71.249,67.941,761.539
189.984,176.481,80.502,69.108,784.482
185.458,169.865,70.407,68.182,754.489
213.428,175.859,75.296,68.666,802.666
175.328,233.558,71.005,68.034,808.936
135.1,229.339,70.192,68.526,761.641
192.891,170.935,71.44,68.01,759.913
193.716,169.834,72.363,66.727,759.371
183.716,169.63,70.372,66.767,748.183
179.396,168.114,69.892,67.399,743.06
170.748,227.207,70.611,66.926,795.358
189.351,170.425,71.777,67.195,757.354
183.39,168.76,70.227,67.501,748.85
179.324,172.021,72.193,67.224,755.413
172.268,228.067,70.178,67.681,797.384
192.21,169.044,70.221,67.172,756.876
213.028,175.338,72.054,71.483,805.926
199.476,181.893,78.208,68.217,793.375
195.904,239.678,81.203,68.697,850.416
134.983,231.081,69.58,69.011,762.817
134.288,230.235,72.254,68.059,762.657
194.404,169.047,70.946,67.829,758.72
188.752,170.474,71.954,67.87,756.722
184.093,169.477,70.135,69.084,751.234
179.083,170.116,71.153,68.09,746.706
172.77,230.71,71.007,67.799,801.267
132.006,230.546,71.118,68.202,759.484
192.498,169.799,70.457,68.12,757.523
190.541,170.996,71.461,68.106,759.689
186.739,170.454,69.748,67.508,751.67
181.231,171.785,71.368,68.472,752.908
175.894,232.563,70.608,68.015,805.626
131.816,231.029,70.622,68.058,762.512
192.375,169.792,70.671,67.777,757.924
186.684,169.009,69.794,68.172,752.747
181.368,169.385,71.532,68.413,751.121
174.342,232.16,70.408,69.91,805.522
133.78,231.784,70.036,68.304,761.093
132.885,229.936,69.473,68.453,758.177
190.049,170.537,70.487,68.369,757.979
183.036,171.438,69.942,68.298,751.683
177.408,169.005,70.563,69.519,745.793
173.147,231.937,75.829,67.184,807.461
195.568,170.726,70.622,66.933,752.345
192.082,168.821,70.294,67.309,747.071
183.752,168.28,70.333,66.893,739.546
182.427,169.365,70.526,67.184,740.389
174.43,231.699,69.982,66.786,793.064
132.213,230.799,70.467,68.213,750.966
133.296,227.372,69.69,67.795,747.404
193.429,171.292,70.783,68.052,754.4
186.29,171.039,70.596,67.908,745.489
180.236,170.31,70.798,67.843,741.112
172.955,232.039,70.351,67.349,792.017
133.2,231.514,71.525,68.104,754.406
191.682,171.333,69.35,67.631,746.811
185.78,170.68,71.121,68.081,746.474
181.472,171.481,70.183,67.594,742.256
194.994,261.903,71.708,68.375,853.078
135.357,232.242,70.236,68.49,759.666
136.231,231.748,71.492,67.609,758.14
193.165,170.885,70.431,68.009,750.368
191.165,171.249,70.705,67.547,748.429
185.5,169.377,70.35,67.834,744.215
200.098,177.364,70.802,67.867,771.522
177.815,171.938,69.782,67.86,776.334
189.263,178.233,72.502,70.392,769.325
188.108,169.806,69.618,68.813,748.584
177.062,172.362,70.534,67.838,738.715
171.836,231.372,71.222,68.776,794.758
188.566,172.229,70.287,67.808,747.252
185.365,171.357,71.526,68.765,748.657
177.185,171.262,70.256,67.95,736.863
169.718,230.74,75.752,70.965,797.881
189.523,173.698,70.784,67.963,751.354
184.441,172.284,71.185,67.943,746.0
181.969,171.553,71.001,67.807,742.158
173.988,230.75,74.877,67.539,799.537
194.504,170.288,70.198,66.774,757.396
190.013,169.019,72.488,67.068,756.54
184.557,170.98,71.256,67.41,753.563
182.944,167.87,69.842,67.236,746.542
174.291,232.635,70.047,67.925,803.177
133.446,229.514,69.531,67.199,757.105
134.115,229.544,70.639,67.422,758.883
193.935,170.571,70.389,67.786,758.694
186.439,170.972,71.076,68.591,754.296
179.869,169.999,70.917,67.624,747.387
173.508,231.302,71.109,67.179,801.853
132.962,229.991,70.902,67.322,758.45
193.009,169.778,70.703,67.605,758.119
187.08,169.149,70.71,67.517,751.456
182.037,169.334,70.287,67.667,746.506
175.071,231.511,70.124,67.646,800.433
132.624,230.564,70.099,68.339,759.21
132.836,229.832,71.498,67.449,758.884
193.381,168.222,69.129,67.905,753.303
192.527,169.411,69.713,68.562,761.358
214.795,182.431,71.916,68.392,805.941
177.962,169.651,69.943,74.021,758.179
183.878,231.992,70.031,68.544,818.718
193.435,167.854,69.654,68.233,756.333
191.488,170.897,70.93,68.027,758.611
186.773,170.011,72.198,68.494,756.522
182.13,169.443,77.345,75.156,765.932
176.853,231.943,70.794,69.464,807.857
133.239,233.025,70.93,68.217,764.065
134.559,229.801,70.143,68.022,760.139
190.142,170.515,70.768,68.202,757.446
186.047,170.621,70.663,68.087,755.521
210.587,189.604,71.752,69.124,809.131
177.58,238.695,77.228,71.97,831.727
216.599,171.572,73.931,68.204,789.785
185.291,169.582,70.284,67.217,750.228
182.92,167.22,71.013,67.315,749.166
176.27,230.252,68.445,67.315,799.878
133.205,228.652,70.467,67.227,756.723
134.156,228.349,68.846,67.431,758.717
194.652,169.548,70.679,67.778,758.889
187.526,167.691,69.801,67.252,752.349
185.843,169.306,70.389,67.515,751.1
179.168,167.818,68.865,67.517,741.54
175.613,232.164,69.996,67.59,803.379
133.945,228.62,70.592,67.93,759.939
194.399,169.408,69.971,68.517,757.797
189.085,169.95,71.4,67.709,754.617
186.172,168.993,69.365,67.57,749.344
181.526,169.317,71.42,67.882,748.954
190.913,263.245,70.619,68.281,863.206
133.734,230.493,71.903,69.872,763.899
133.277,232.596,71.094,67.648,762.724
189.271,182.803,81.106,75.785,792.752
186.15,169.736,71.567,67.905,755.349
178.663,168.997,70.42,68.329,744.611
171.319,229.697,70.752,68.703,801.143
189.432,170.468,71.471,68.296,758.929
184.609,169.916,71.495,68.089,753.399
178.498,177.493,78.505,68.881,771.797
173.475,231.549,70.966,68.453,813.083
194.659,174.312,70.854,68.043,763.652
193.891,170.866,70.562,67.989,761.866
183.684,171.292,70.06,68.239,753.02
181.034,170.501,71.389,68.204,750.677
173.912,243.791,77.952,70.605,837.919
135.482,231.261,71.722,68.563,767.01
193.587,171.557,69.624,68.485,759.389
192.238,171.298,70.322,67.956,759.201
186.141,173.424,71.467,68.098,758.558
180.19,171.517,71.863,66.735,747.138
176.078,230.427,69.185,67.831,804.272
136.502,229.594,71.47,66.936,763.53
133.169,229.521,70.45,67.822,758.954
188.222,170.334,70.968,67.334,755.898
183.455,170.154,70.727,68.105,750.745
177.467,168.78,69.65,67.4,741.423
173.258,229.527,69.692,67.693,798.044
195.359,170.051,69.993,67.457,757.675
189.183,170.467,71.607,68.035,756.859
182.909,171.175,71.102,67.46,750.067
179.616,170.968,70.593,68.084,748.066
173.447,230.962,70.851,67.894,801.145
133.457,230.484,69.368,68.001,757.48
193.489,169.735,70.514,67.717,755.904
190.97,171.705,70.421,67.959,757.293
184.342,170.447,70.725,67.625,750.167
182.656,191.18,71.3,68.404,786.362
177.398,247.443,70.544,68.062,829.016
132.317,233.713,69.129,67.703,760.023
194.652,170.935,71.834,68.991,762.409
186.871,171.46,70.59,67.73,753.892
179.595,170.848,71.08,68.173,748.495
174.375,232.972,69.426,67.778,802.379
134.0,229.874,69.98,67.791,759.104
191.324,172.498,71.434,68.873,760.845
187.443,170.743,69.836,68.328,753.071
181.56,170.656,71.176,68.368,750.92
176.059,234.273,71.123,68.79,809.598
133.766,229.985,69.793,67.847,759.215
134.519,230.589,69.216,68.048,758.991
196.342,169.799,70.81,68.327,761.655
190.199,178.281,72.493,67.973,767.611
185.764,171.01,71.198,68.298,753.992
180.794,170.355,70.913,67.985,750.608
175.097,230.324,70.924,67.174,802.46
133.923,227.206,70.454,66.557,755.407
194.863,168.843,70.176,68.753,757.662
189.387,170.859,79.034,75.065,784.504
187.757,172.269,71.182,67.11,765.434
178.173,169.531,69.446,67.788,736.823
174.482,227.832,71.833,67.977,792.359
188.727,169.029,70.438,67.257,748.83
188.251,180.175,78.936,71.812,780.586
184.976,170.935,72.018,74.533,763.279
173.302,238.144,70.475,69.059,807.537
189.334,170.866,70.417,68.765,758.281
185.231,168.562,70.106,67.647,740.853
180.083,169.033,70.214,67.561,736.449
173.92,228.994,70.385,67.668,789.349
196.136,169.601,71.607,68.288,753.555
187.929,168.278,69.617,67.486,741.003
183.252,169.502,70.9,68.081,741.533
180.701,168.419,70.255,71.693,740.835
173.961,230.458,70.29,67.711,797.437
133.273,228.698,71.288,67.423,759.05
194.223,168.42,71.129,68.353,752.153
190.774,170.241,70.857,67.53,748.67
184.654,169.058,71.253,68.028,741.687
182.507,169.628,70.686,67.721,741.907
174.524,231.762,70.978,67.945,796.636
135.189,230.479,69.012,67.688,751.009
193.605,168.469,70.67,68.075,747.804
187.978,170.022,70.776,67.682,750.449
179.415,170.163,71.535,68.156,747.282
175.905,232.021,71.026,67.935,806.599
132.962,230.371,71.002,67.974,762.148
135.258,232.826,71.784,68.519,767.153
189.963,168.473,70.229,67.965,753.831
184.191,168.417,69.518,68.248,748.172
178.418,170.642,75.692,66.542,749.519
172.119,226.734,70.014,66.535,787.762
191.282,168.427,70.652,66.851,744.411
191.409,177.471,77.829,74.637,780.661
188.993,171.052,70.141,69.169,754.863
190.048,168.07,69.557,67.197,747.024
175.562,231.757,70.97,67.482,796.274
133.399,226.766,68.993,67.17,744.486
133.248,227.726,70.795,67.751,749.006
193.439,171.138,71.803,67.543,754.162
190.101,168.34,70.551,67.349,746.512
186.856,169.091,71.292,67.6,743.9
179.34,168.926,69.672,67.536,734.487
175.385,230.895,70.189,67.571,793.557
133.629,228.629,70.2,67.706,751.367
194.284,169.911,70.169,68.469,751.936
185.929,170.772,72.399,73.658,761.405
184.33,169.268,76.121,76.014,763.25
187.971,268.218,70.86,69.508,855.945
135.459,231.88,70.871,68.165,756.73
132.344,228.872,71.531,69.019,752.71
193.174,168.394,70.077,67.769,745.903
191.93,167.723,71.039,69.352,752.058
189.56,170.134,70.927,68.99,751.316
184.893,170.809,71.265,69.605,748.084
177.315,235.46,71.92,71.117,808.184
132.779,232.964,71.336,69.556,758.571
195.489,170.389,71.046,68.595,752.994
190.501,170.459,70.903,69.489,751.271
182.834,172.141,72.294,68.52,747.844
176.157,234.819,71.455,69.411,802.062
132.644,233.809,72.139,69.012,758.523
195.256,172.137,73.172,68.869,759.632
188.559,171.592,72.396,68.848,751.724
184.798,171.189,72.596,69.602,750.194
179.626,235.575,73.444,67.585,808.001
134.086,264.221,78.182,75.024,824.704
148.591,261.459,78.817,75.717,835.529
221.052,185.871,77.733,74.327,830.944
201.111,187.642,73.658,71.241,811.469
