agent-action,agent-action-update,map-update,agent-reward,step
217.192,207.367,92.888,91.665,904.217
218.309,207.144,90.704,88.708,899.548
209.954,206.647,91.535,89.152,888.575
206.217,274.357,91.908,90.31,954.974
159.755,273.302,90.13,90.247,905.854
222.535,208.858,92.725,89.186,908.451
222.669,208.089,92.561,89.573,905.936
215.085,209.487,91.761,89.995,897.604
211.223,207.903,91.355,89.228,892.396
205.908,284.68,94.356,90.536,971.726
161.075,272.795,91.299,89.564,907.805
161.373,274.114,90.626,92.516,910.86
221.834,208.869,92.3,89.774,907.142
217.862,208.94,91.532,89.707,900.928
221.352,210.525,92.375,90.86,909.957
205.443,275.106,93.396,90.171,957.32
159.51,276.634,92.193,90.089,912.812
160.593,277.599,93.617,90.342,915.906
218.926,210.059,93.706,90.019,914.966
215.204,208.999,95.294,88.787,902.99
213.918,210.028,91.347,89.672,907.658
204.525,271.018,93.104,89.116,961.049
160.631,282.929,92.9,89.462,932.841
223.009,207.41,92.351,89.98,914.059
220.698,207.782,92.249,88.812,911.41
218.233,208.724,92.01,88.787,914.3
215.289,210.98,90.306,89.025,908.347
209.005,207.591,95.026,89.476,904.234
203.326,285.517,92.86,88.714,971.816
159.067,271.932,93.754,88.649,913.96
216.452,206.751,91.676,92.67,908.034
213.954,208.378,92.673,89.985,906.317
206.214,206.022,90.974,88.256,892.885
212.742,269.829,90.962,92.118,965.334
224.667,205.873,91.199,89.166,909.696
220.811,224.979,91.259,88.666,928.295
213.098,205.893,90.799,89.887,898.996
208.458,207.184,90.74,88.884,897.18
202.719,270.668,91.999,89.311,955.341
158.948,275.357,91.054,88.748,919.272
222.499,207.886,93.004,88.907,910.994
218.473,206.253,94.211,90.338,909.764
216.353,206.599,93.693,89.207,906.168
210.291,206.902,91.738,89.852,900.875
205.736,271.016,90.822,89.447,957.605
159.295,272.11,90.202,89.079,911.141
223.126,206.097,90.418,89.482,909.914
219.278,206.338,93.699,88.96,908.106
211.533,210.535,90.828,89.143,904.898
204.87,272.985,90.694,89.104,957.908
158.813,277.203,93.787,90.406,923.234
158.88,274.484,91.879,89.721,915.604
222.14,208.072,91.742,89.241,908.615
219.806,207.878,91.33,89.428,909.936
212.731,206.876,97.663,87.968,906.912
209.206,205.299,89.988,88.97,899.354
202.984,267.835,89.937,88.149,947.569
161.343,267.824,91.103,88.154,906.712
222.163,205.734,91.926,88.004,907.58
223.972,205.828,91.413,87.805,910.675
216.6,205.54,91.18,88.582,895.919
209.603,207.12,92.086,89.313,890.563
205.506,206.508,91.124,88.513,926.023
217.656,207.545,91.838,88.726,906.438
217.311,208.227,91.238,88.778,905.529
207.939,206.427,92.185,89.032,896.901
202.89,271.435,95.128,90.748,960.14
219.34,206.192,90.629,89.119,908.562
215.903,206.04,91.04,88.726,900.902
209.276,207.426,90.103,88.776,898.097
203.696,269.601,90.168,89.566,953.639
219.546,208.686,92.294,89.551,911.331
213.914,208.49,92.43,88.942,908.516
206.813,208.242,91.025,89.163,898.582
201.805,279.833,91.601,90.065,963.689
162.641,273.186,92.099,88.968,916.626
217.608,208.556,91.878,90.281,909.898
213.839,205.936,91.813,90.402,904.431
209.179,205.93,90.103,92.015,898.133
203.522,281.326,92.797,90.76,969.945
223.536,210.723,92.477,89.218,916.922
223.032,206.494,91.676,88.927,910.33
215.523,206.16,92.558,89.421,905.053
218.102,207.517,91.533,89.545,910.107
206.589,208.472,91.23,88.939,937.378
218.467,208.249,90.976,89.293,911.799
214.129,207.917,91.82,89.118,905.416
207.684,209.791,92.333,89.647,899.725
201.318,271.577,90.442,89.669,954.196
220.435,206.681,93.158,91.183,915.194
215.288,206.657,96.393,87.948,907.209
208.476,206.508,91.245,89.607,894.649
202.221,269.488,91.291,88.363,944.362
221.535,206.23,90.487,88.02,899.267
220.177,208.829,91.909,88.524,904.623
212.964,206.427,91.165,88.436,890.875
206.625,270.871,90.636,91.664,953.794
160.689,272.353,91.28,89.082,906.857
160.057,305.479,92.563,89.385,940.395
223.91,220.517,91.582,88.41,915.835
220.304,215.234,92.909,88.912,910.564
215.368,206.43,92.046,88.961,897.254
209.756,205.928,91.676,97.581,898.553
213.065,205.879,91.363,88.965,937.414
219.762,207.088,91.573,88.579,899.933
218.455,209.41,92.195,88.516,903.751
211.04,206.53,90.782,88.861,887.956
201.906,272.57,92.128,89.908,951.872
217.567,207.675,91.48,88.662,898.583
213.944,209.249,91.374,89.327,898.188
206.972,207.961,91.974,88.699,888.578
202.343,272.92,93.045,89.399,950.599
159.643,272.023,90.167,88.777,902.448
217.719,207.12,92.146,90.852,902.168
218.051,206.7,91.85,90.08,899.096
207.671,206.862,91.288,89.256,886.317
211.376,271.777,90.753,89.051,955.275
225.012,207.599,89.888,89.146,902.341
221.238,207.359,92.685,90.298,905.954
216.463,206.182,89.944,88.902,894.645
208.134,210.12,92.435,89.623,896.838
202.006,274.14,90.315,89.15,947.425
223.4,209.747,92.857,89.516,906.894
221.86,207.715,91.924,89.103,903.713
217.502,205.597,92.245,90.193,899.228
212.533,206.537,95.458,89.458,898.012
207.531,205.907,90.768,87.465,931.362
222.783,206.911,91.92,87.804,910.519
214.579,207.039,90.817,88.204,901.592
219.997,207.317,93.349,89.544,914.389
200.458,271.616,91.564,88.307,953.25
217.985,207.691,91.138,88.0,907.511
214.571,210.347,90.908,88.3,906.398
208.5,214.561,91.354,89.266,918.339
201.858,271.382,93.639,88.464,959.265
226.836,207.024,92.473,90.201,921.955
219.224,207.639,92.079,104.226,948.505
218.455,206.879,91.203,92.345,914.878
223.065,212.022,92.567,90.315,933.465
227.642,277.683,93.657,94.405,1006.607
164.611,277.776,92.461,90.082,933.777
225.017,207.642,92.777,89.914,918.703
227.978,207.124,90.448,88.689,916.859
219.414,209.712,94.17,89.788,919.821
211.886,208.065,91.151,88.83,904.277
205.331,272.376,90.448,89.914,959.866
159.689,277.416,91.985,89.172,921.04
222.046,208.936,92.616,89.761,915.043
221.258,211.799,104.578,89.171,948.275
213.818,183.778,80.942,79.932,877.566
189.825,250.127,88.422,82.907,882.362
139.459,251.987,82.937,78.995,822.921
143.952,247.263,81.673,79.466,818.233
211.571,184.213,82.886,79.029,825.849
202.759,182.029,81.194,78.919,816.133
198.293,186.874,84.786,79.705,819.153
195.024,183.028,81.35,81.614,808.816
187.111,251.871,81.769,78.915,869.089
143.571,249.632,82.814,79.273,826.366
143.247,249.857,81.756,79.527,824.317
200.838,188.082,85.818,79.64,825.954
196.19,182.923,81.058,78.112,809.199
190.253,184.566,82.64,82.597,809.854
184.923,249.488,81.349,78.299,865.569
202.933,184.529,81.935,78.788,818.223
197.236,185.108,82.522,78.852,817.163
189.51,186.683,84.763,80.53,811.547
184.583,249.898,83.168,81.06,872.803
143.914,249.192,82.231,80.778,828.206
206.552,186.02,82.675,79.692,825.396
202.549,186.284,85.155,80.576,832.23
193.38,185.885,83.371,79.519,814.211
185.802,268.959,82.57,79.912,890.225
207.019,188.292,87.543,80.451,836.85
206.87,188.149,85.032,83.807,838.314
199.254,186.93,82.478,80.106,824.503
194.994,186.111,82.187,80.571,814.229
186.729,252.053,92.185,83.421,888.818
142.733,254.417,82.036,82.135,831.819
207.291,187.186,84.105,80.223,827.718
205.12,185.999,83.392,80.878,824.431
198.266,186.472,82.555,80.392,818.766
201.241,186.801,86.788,80.704,826.909
187.688,253.716,83.565,81.169,880.355
142.745,256.801,83.177,81.788,840.822
206.709,187.712,84.042,81.055,831.585
202.68,185.594,87.253,81.458,829.207
194.194,186.006,80.817,81.738,816.006
191.293,260.156,82.865,80.776,888.735
147.963,253.293,81.891,80.742,837.178
205.439,186.126,83.128,81.638,828.627
204.232,189.071,87.642,83.512,840.761
205.077,189.641,90.662,81.624,851.138
192.119,256.356,86.052,91.164,904.804
156.075,264.845,83.693,84.293,888.53
145.84,253.616,81.704,80.688,835.706
157.904,258.322,89.477,81.716,874.289
201.386,185.666,83.026,79.433,815.906
198.188,228.49,81.75,79.767,854.117
192.509,186.667,85.721,81.213,811.833
184.421,250.195,83.177,89.4,871.439
211.441,204.839,93.627,84.415,868.943
209.261,187.738,83.707,80.559,828.374
200.642,187.306,83.519,80.282,822.647
196.503,189.079,83.817,79.953,815.014
191.228,187.041,86.179,81.886,854.084
203.573,187.044,84.841,82.849,824.366
198.473,187.69,83.05,80.278,815.285
199.424,187.277,83.045,80.662,814.741
185.853,252.088,84.862,80.973,872.732
203.974,191.487,83.298,81.323,824.924
202.209,193.233,83.204,80.866,826.712
191.503,186.526,84.393,82.524,811.269
187.248,251.93,82.449,80.396,866.514
206.294,187.023,82.536,80.875,818.85
200.099,186.743,82.251,80.598,816.112
193.835,187.239,82.669,80.876,808.686
188.461,305.577,85.807,80.441,938.717
144.569,252.659,83.689,81.508,828.857
142.954,250.84,83.131,81.857,824.849
209.074,189.196,83.136,80.452,825.616
198.67,188.488,84.446,81.111,818.731
194.257,192.82,84.018,80.966,819.37
189.574,255.84,83.764,80.698,875.634
144.405,252.856,85.004,83.186,834.059
210.221,188.248,84.179,80.629,830.081
227.972,189.73,85.115,80.971,848.43
208.058,189.001,82.848,80.882,828.489
195.715,189.824,83.795,82.047,818.124
191.063,262.756,83.834,81.139,892.299
144.629,255.18,84.274,84.415,836.901
207.895,189.181,87.446,80.538,835.572
203.639,213.064,97.147,91.296,897.655
198.455,188.772,82.88,80.271,824.91
187.328,253.026,83.805,81.089,884.472
144.143,255.961,84.416,80.168,840.288
208.734,190.558,85.438,80.671,839.284
205.021,186.825,86.287,82.052,835.297
198.835,188.388,84.693,80.089,830.761
199.257,188.36,83.543,81.024,827.105
187.548,251.661,83.5,80.477,878.099
143.414,256.701,85.35,80.718,844.693
207.207,188.863,83.045,80.908,835.407
204.635,188.666,88.066,82.346,839.247
200.365,188.918,84.507,81.362,830.923
194.054,188.659,84.329,87.004,840.306
229.956,266.301,83.932,82.637,948.404
209.137,188.67,84.155,81.128,837.912
200.709,191.493,84.763,81.645,836.693
192.187,190.628,84.3,81.251,824.111
187.724,254.507,86.829,82.984,896.919
145.355,258.601,85.041,82.505,850.158
204.302,189.115,84.145,81.121,834.788
213.327,189.77,84.701,82.113,845.676
193.218,188.963,84.63,81.92,825.603
186.163,268.855,84.786,82.327,901.37
212.418,190.144,84.645,81.723,842.165
207.067,188.358,94.325,86.716,851.292
202.055,188.808,84.806,81.79,833.962
196.705,198.825,95.945,90.796,872.692
227.251,276.801,91.958,89.485,985.831
157.65,287.762,90.232,82.704,905.266
145.885,256.365,84.129,81.946,858.901
205.433,192.264,84.968,82.178,843.041
200.672,200.672,84.284,82.298,843.731
194.291,190.649,84.758,82.36,828.221
187.513,253.567,87.215,88.454,896.569
205.981,188.179,83.658,80.374,835.438
201.482,188.8,84.337,80.918,833.132
192.038,190.629,84.99,83.029,837.764
189.061,257.144,83.895,81.848,888.004
144.305,263.906,85.819,81.65,852.78
205.842,190.503,86.13,81.876,840.819
198.993,190.377,83.105,81.097,830.835
201.804,190.249,85.055,82.254,836.456
186.146,251.186,84.014,80.976,881.441
210.33,191.087,86.185,81.3,852.503
206.225,189.84,84.254,81.085,838.242
200.423,188.981,85.857,82.483,841.321
196.386,190.68,86.164,81.325,832.091
189.351,255.339,83.981,81.359,884.943
157.007,257.962,83.561,81.444,856.918
208.649,188.94,83.236,80.929,837.509
203.958,192.499,85.727,81.993,850.49
197.062,190.742,84.39,81.451,828.529
191.868,257.574,86.604,82.648,903.566
146.324,256.181,85.129,82.289,847.828
145.169,256.991,83.969,81.641,845.171
224.696,190.062,83.379,81.909,853.242
204.847,190.512,85.413,81.642,838.396
199.338,192.435,84.717,82.192,838.858
198.841,189.859,85.465,81.876,832.957
191.002,254.514,87.997,83.584,893.77
145.456,253.384,85.578,81.477,844.349
209.201,189.904,85.164,81.275,840.233
212.018,191.736,85.886,81.725,847.758
204.092,188.789,82.496,81.064,831.903
199.469,193.177,84.314,81.873,834.668
192.431,259.802,85.673,81.207,896.875
145.077,256.36,86.018,84.329,849.736
144.4,256.779,84.866,82.745,845.007
145.228,256.963,86.982,80.14,850.677
209.855,190.708,84.774,80.566,842.004
199.692,188.004,83.495,80.553,827.713
192.91,192.23,85.263,81.207,827.691
188.778,252.397,85.255,81.25,882.901
